# real imag
2.574613934636979212e-17 0.000000000000000000e+00
1.100759451931310248e-17 0.000000000000000000e+00
1.441863523862127598e-17 0.000000000000000000e+00
-6.337670388707232651e-18 0.000000000000000000e+00
2.127828412006750207e-17 0.000000000000000000e+00
-2.239954546496122626e-18 0.000000000000000000e+00
9.054278027403346119e-19 0.000000000000000000e+00
1.931161049373223590e-18 0.000000000000000000e+00
2.032906949329233363e-17 0.000000000000000000e+00
-1.125910670538234491e-19 0.000000000000000000e+00
-3.889805327136397070e-18 0.000000000000000000e+00
1.505885869522695082e-18 0.000000000000000000e+00
-1.560868061285467364e-18 0.000000000000000000e+00
8.641131098490923060e-18 0.000000000000000000e+00
4.353102232473554126e-18 0.000000000000000000e+00
-1.492635954413490519e-18 0.000000000000000000e+00
1.549428746001091970e-17 0.000000000000000000e+00
-5.266041975333909204e-19 0.000000000000000000e+00
7.189904088755019455e-19 0.000000000000000000e+00
5.055760587239148289e-19 0.000000000000000000e+00
-1.861161027661330157e-18 0.000000000000000000e+00
2.346265007240516804e-18 0.000000000000000000e+00
-5.462695353487185882e-19 0.000000000000000000e+00
-1.917986600311442704e-18 0.000000000000000000e+00
-4.643902606976505923e-18 0.000000000000000000e+00
-1.991208336261619957e-18 0.000000000000000000e+00
5.876846179917124895e-19 0.000000000000000000e+00
9.814320349070486509e-19 0.000000000000000000e+00
1.616246025610567463e-18 0.000000000000000000e+00
-1.891811360453801892e-18 0.000000000000000000e+00
-1.816967628930888645e-19 0.000000000000000000e+00
-2.821761900777668474e-18 0.000000000000000000e+00
2.121647444689975607e-17 0.000000000000000000e+00
-3.567790536757029840e-19 0.000000000000000000e+00
2.683150788932827774e-18 0.000000000000000000e+00
2.130637262061740601e-18 0.000000000000000000e+00
3.833206215940797314e-18 0.000000000000000000e+00
1.712155985505829234e-18 0.000000000000000000e+00
-5.065502706787380145e-19 0.000000000000000000e+00
-2.753580903383769194e-19 0.000000000000000000e+00
-1.588119591922884324e-20 0.000000000000000000e+00
-3.174735217450532735e-18 0.000000000000000000e+00
3.358866676189038940e-19 0.000000000000000000e+00
2.063479205522638920e-18 0.000000000000000000e+00
1.795063485575120107e-18 0.000000000000000000e+00
9.375255412299578188e-19 0.000000000000000000e+00
2.263410001697389043e-18 0.000000000000000000e+00
-5.342939889690620060e-19 0.000000000000000000e+00
6.952752135648537695e-18 0.000000000000000000e+00
4.207389055021535537e-18 0.000000000000000000e+00
-1.166549069698997905e-19 0.000000000000000000e+00
-2.258518575571685826e-18 0.000000000000000000e+00
2.848970666377703625e-19 0.000000000000000000e+00
-1.755995402162493450e-18 0.000000000000000000e+00
-9.492030103651505253e-20 0.000000000000000000e+00
-2.771039203483325890e-18 0.000000000000000000e+00
2.062650433483454262e-18 0.000000000000000000e+00
2.122349807163978737e-18 0.000000000000000000e+00
-5.512350337736281399e-19 0.000000000000000000e+00
2.049550127237730052e-18 0.000000000000000000e+00
3.395788119089314345e-18 0.000000000000000000e+00
-8.611735594795444162e-19 0.000000000000000000e+00
1.257312584509510240e-18 0.000000000000000000e+00
-7.758352609477661663e-19 0.000000000000000000e+00
1.866941618264482836e-17 0.000000000000000000e+00
1.203183677603567428e-18 0.000000000000000000e+00
1.214202327388438978e-18 0.000000000000000000e+00
4.105770547559853034e-18 0.000000000000000000e+00
-3.071735658398223059e-18 0.000000000000000000e+00
3.181651462137952532e-18 0.000000000000000000e+00
-5.285356026147177498e-19 0.000000000000000000e+00
-1.606590279334783776e-18 0.000000000000000000e+00
-1.043458911831304493e-18 0.000000000000000000e+00
1.646025868665785921e-18 0.000000000000000000e+00
2.542518325908112678e-19 0.000000000000000000e+00
-2.531905708589898362e-18 0.000000000000000000e+00
2.230697819747649562e-18 0.000000000000000000e+00
6.991053039736783802e-19 0.000000000000000000e+00
-3.656920474600571826e-19 0.000000000000000000e+00
9.546232801020823480e-19 0.000000000000000000e+00
-4.436928884040799165e-19 0.000000000000000000e+00
-3.375223465575853875e-19 0.000000000000000000e+00
-4.755949866866167846e-19 0.000000000000000000e+00
-9.425517766749892305e-19 0.000000000000000000e+00
9.197204750474993122e-19 0.000000000000000000e+00
-2.662518413206146772e-19 0.000000000000000000e+00
-1.529170734724371569e-19 0.000000000000000000e+00
1.037510850638806163e-18 0.000000000000000000e+00
1.240323709509564526e-18 0.000000000000000000e+00
2.424650436867221553e-20 0.000000000000000000e+00
1.500532320098651341e-19 0.000000000000000000e+00
-2.321820888488191682e-18 0.000000000000000000e+00
8.407835421645740256e-19 0.000000000000000000e+00
1.911633945807874271e-19 0.000000000000000000e+00
-1.918709916965689585e-18 0.000000000000000000e+00
-2.874778280977432541e-19 0.000000000000000000e+00
2.574361899884945317e-18 0.000000000000000000e+00
9.281110011424488538e-19 0.000000000000000000e+00
-9.788914412443410823e-19 0.000000000000000000e+00
1.643055105946006705e-18 0.000000000000000000e+00
2.935990527820252212e-18 0.000000000000000000e+00
5.492434134748374681e-19 0.000000000000000000e+00
3.608413535846060200e-18 0.000000000000000000e+00
-2.299816184595811252e-18 0.000000000000000000e+00
-9.851961509793717391e-20 0.000000000000000000e+00
2.020077908605701011e-18 0.000000000000000000e+00
2.638151572655229847e-19 0.000000000000000000e+00
-1.422797886691717036e-18 0.000000000000000000e+00
-2.522933361900962700e-18 0.000000000000000000e+00
3.051642598898080901e-20 0.000000000000000000e+00
-1.394050160414628292e-18 0.000000000000000000e+00
7.555806690451405393e-19 0.000000000000000000e+00
-1.816582746371252134e-18 0.000000000000000000e+00
-1.297429504507404429e-18 0.000000000000000000e+00
1.746488219572594369e-18 0.000000000000000000e+00
-2.896556645807426113e-18 0.000000000000000000e+00
3.849779466847150668e-18 0.000000000000000000e+00
9.936456839199040332e-19 0.000000000000000000e+00
-5.352923796855248768e-19 0.000000000000000000e+00
1.719922688645200306e-18 0.000000000000000000e+00
-3.775370961726962338e-19 0.000000000000000000e+00
2.119524486330773992e-18 0.000000000000000000e+00
-4.443406155715699186e-18 0.000000000000000000e+00
-5.024211441069036987e-19 0.000000000000000000e+00
3.021581050630195107e-18 0.000000000000000000e+00
-1.017904417904613495e-18 0.000000000000000000e+00
3.617807920335632969e-19 0.000000000000000000e+00
3.988664008888653974e-04 0.000000000000000000e+00
7.334037536758923520e-18 0.000000000000000000e+00
